Date;Time;Code;Object;Area;Status;Comment;CO2abs;CO2buf;dCO2ZP;dCO2MP;H2Oabs;H2Obuf;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa;Fo;Fm;Fv/Fm;F;Fm';Fo';Fo'calc;Yield;ETR;qP;qL;qN;NPQ;Y(NPQ);F(I)/Fo-set;ETR-Fac
2021-08-02;14:58:38;ZPi010;0000;8;AFF1FF632FF---4FF-------------;;602.7844;602.7619;-0.1681582;;21044.6;21041.63;149.1146;;799.75;98.627;636;465;24.89;24.98;25.81;24.91;799.1;1.8;1.9;6;;;;;;;602.90;21055.3;;;;628;;;;;;;;;;;;
2021-08-02;15:02:26;MP_010;0001;8;AFF1FF632FF---4FF-------------;;600.2302;600.0985;-0.1681582;-13.31122;21013.99;21013.93;149.1146;3309.291;799.79;98.627;636;465;24.88;25.00;26.22;25.02;799.5;2.0;2.0;6;75.82;3.237625;8.165359;396.5074;11.23888;535.7221;587.09;24174.1;0;0;0.0000;626;760;;;0.1763;59.21;0.1763;0.0000;;-1.0000;;0.00;0.840
2021-08-02;15:07:29;ZPi010;0000;8;AFF1FF632FF---4FF-------------;;805.1323;805.0757;-0.2818366;;20996.43;20998.12;149.5465;;799.77;98.631;637;466;24.81;24.96;25.57;24.91;799.9;2.0;2.1;6;;;;;;;805.02;20996.9;;;;621;;;;;;;;;;;;
2021-08-02;15:08:48;MP_010;0001;8;AFF1FF632FF---4FF-------------;;802.5565;802.589;-0.2818366;-13.69922;20952.57;20952.08;149.5465;3134.659;799.79;98.627;637;466;24.81;24.96;24.97;24.79;799.8;1.8;2.0;6;75.39;3.05753;8.33777;366.7084;11.00098;732.4839;789.18;23937.2;0;0;0.0000;619;738;;;0.1612;54.16;0.1612;0.0000;;-1.0000;;0.00;0.840
2021-08-02;15:13:22;ZPi010;0000;8;AFF1FF632FF---4FF-------------;;1003.412;1003.439;-0.3925871;;21010.14;21010.46;154.5719;;799.73;98.631;636;465;24.73;24.98;25.54;24.70;799.6;2.0;2.0;6;;;;;;;1003.30;21015.2;;;;615;;;;;;;;;;;;
2021-08-02;15:14:51;MP_010;0001;8;AFF1FF632FF---4FF-------------;;1002.836;1002.894;-0.3925871;-13.17884;21019;21016.74;154.5719;2805.734;799.65;98.627;636;466;24.71;25.00;25.51;24.71;799.1;2.2;1.8;6;75.00;2.71425;8.680538;312.6823;10.0934;926.7333;990.07;23667.9;0;0;0.0000;615;726;;;0.1529;51.31;0.1529;0.0000;;-1.0000;;0.00;0.840
2021-08-02;15:18:45;ZPi010;0000;8;AFF1FF632FF---4FF-------------;;1307.094;1307.148;-0.1184142;;20981.78;20980.19;154.8672;;799.69;98.626;636;465;24.63;25.00;25.64;24.63;799.6;2.0;2.0;6;;;;;;;1307.37;20982.1;;;;616;;;;;;;;;;;;
2021-08-02;15:19:56;MP_010;0001;8;AFF1FF632FF---4FF-------------;;1304.771;1304.154;-0.1184142;-13.55717;20972.48;20969.85;154.8672;2555.573;799.77;98.625;636;465;24.60;25.00;25.84;24.66;799.6;1.9;1.8;6;74.55;2.45744;8.98667;273.4539;10.26145;1215.231;1291.34;23370.6;0;0;0.0000;613;716;;;0.1439;48.31;0.1439;0.0000;;-1.0000;;0.00;0.840
2021-08-02;15:24:36;ZPi010;0000;8;AFF1FF632FF---4FF-------------;;1606.154;1606.169;-0.4412381;;21012.24;21009.8;158.5266;;799.74;98.624;635;465;24.51;25.00;25.87;24.63;799.8;1.9;1.9;6;;;;;;;1605.83;21015.9;;;;614;;;;;;;;;;;;
2021-08-02;15:26:30;MP_010;0001;8;AFF1FF632FF---4FF-------------;;1601.5;1601.417;-0.4412381;-14.19584;20990.99;20989.72;158.5266;2295.25;799.74;98.622;636;465;24.48;25.00;26.15;24.66;799.8;2.0;1.9;6;74.27;2.186585;9.244777;236.5211;10.2783;1497.714;1587.75;23126.5;0;0;0.0000;612;712;;;0.1404;47.18;0.1404;0.0000;;-1.0000;;0.00;0.840
2021-08-02;15:30:02;ZPi010;0000;8;AFF1FF632FF---4FF-------------;;2004.446;2004.471;-0.4712133;;20997.31;20997.24;162.2699;;799.80;98.625;636;465;24.41;24.98;26.27;24.63;799.5;2.1;2.0;6;;;;;;;2004.42;21001.1;;;;614;;;;;;;;;;;;
2021-08-02;15:31:52;MP_010;0001;8;AFF1FF632FF---4FF-------------;;2001.694;2001.622;-0.4712133;-14.65743;20993.27;20991.22;162.2699;2119.083;799.74;98.621;636;466;24.40;24.99;26.27;24.63;799.8;2.1;1.9;6;74.05;2.002117;9.413608;212.6833;10.20242;1884.215;1987.48;22948.0;0;0;0.0000;614;711;;;0.1364;45.83;0.1364;0.0000;;-1.0000;;0.00;0.840
